location,size,total_sqft,bath,price,bhk,price_per_sqft
Kanakpura Road,2 Bedroom,1200.0,2.0,62.0,2,5166.666666666667
Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555.555555555556
Kanakpura Road,3 BHK,1843.0,3.0,95.0,3,5154.639175257732
Kanakpura Road,3 BHK,1100.0,2.0,53.0,3,4818.181818181818
Kanakpura Road,3 BHK,1843.0,3.0,90.0,3,4883.342376559956
Kanakpura Road,2 BHK,900.0,2.0,46.29,2,5143.333333333333
Kanakpura Road,1 BHK,850.0,1.0,37.32,1,4390.588235294118
Kanakpura Road,3 BHK,1570.0,3.0,68.0,3,4331.210191082802
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714.285714285715
Kanakpura Road,3 BHK,1938.0,3.0,105.0,3,5417.956656346749
Kanakpura Road,3 BHK,1843.0,3.0,96.2,3,5219.750406945198
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952.380952380952
Kanakpura Road,3 BHK,1610.0,3.0,78.5,3,4875.776397515528
Kanakpura Road,3 BHK,1250.0,3.0,62.6,3,5008.0
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3,4200.689655172414
Kanakpura Road,2 BHK,700.0,2.0,36.0,2,5142.857142857143
Kanakpura Road,3 BHK,1622.0,3.0,95.0,3,5856.966707768187
Kanakpura Road,2 BHK,900.0,2.0,42.0,2,4666.666666666667
Kanakpura Road,3 BHK,1665.0,3.0,74.9,3,4498.498498498499
Kanakpura Road,3 BHK,1450.0,3.0,60.9,3,4200.0
Kanakpura Road,2 BHK,1339.0,2.0,67.0,2,5003.734129947722
Kannamangala,2 BHK,957.0,2.0,58.0,2,6060.606060606061
Kannamangala,2 BHK,957.0,2.0,56.0,2,5851.619644723093
Kannamangala,4 Bedroom,3000.0,4.0,200.0,4,6666.666666666667
Kannamangala,3 BHK,1536.0,3.0,89.0,3,5794.270833333333
Kannamangala,4 Bedroom,2400.0,4.0,130.0,4,5416.666666666667
Kannamangala,3 BHK,1574.0,3.0,93.34,3,5930.114358322745
Kannamangala,2 BHK,957.0,2.0,52.5,2,5485.8934169279
Kannamangala,3 BHK,1536.0,3.0,104.0,3,6770.833333333333
Kannamangala,2 BHK,957.0,2.0,54.5,2,5694.879832810867
Kannamangala,4 BHK,2422.0,4.0,135.0,4,5573.905862923204
Kannamangala,2 BHK,957.0,2.0,55.0,2,5747.126436781609
Kannamangala,2 BHK,957.0,2.0,56.0,2,5851.619644723093
Karuna Nagar,3 Bedroom,2500.0,3.0,180.0,3,7200.0
Karuna Nagar,3 Bedroom,2500.0,3.0,190.0,3,7600.0
Karuna Nagar,3 Bedroom,1962.0,3.0,175.0,3,8919.469928644241
Karuna Nagar,2 BHK,1057.0,2.0,65.0,2,6149.479659413434
Karuna Nagar,3 BHK,1354.0,2.0,98.0,3,7237.81388478582
Karuna Nagar,3 BHK,1945.0,3.0,115.0,3,5912.596401028278
Karuna Nagar,3 BHK,1960.0,3.0,165.0,3,8418.367346938776
Kasavanhalli,2 BHK,1060.0,2.0,58.06,2,5477.358490566037
Kasavanhalli,3 BHK,1563.05,3.0,105.0,3,6717.635392341896
Kasavanhalli,3 BHK,1717.0,3.0,99.0,3,5765.87070471753
Kasavanhalli,3 BHK,1799.0,3.0,90.0,3,5002.77932184547
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4,7361.963190184049
Kasavanhalli,2 BHK,1349.0,2.0,78.0,2,5782.060785767235
Kasavanhalli,2 BHK,1121.0,2.0,78.0,2,6958.07314897413
Kasavanhalli,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Kasavanhalli,3 BHK,1980.0,3.0,88.0,3,4444.444444444444
Kasavanhalli,2 BHK,1200.0,2.0,78.0,2,6500.0
Kasavanhalli,3 BHK,1646.0,3.0,79.5,3,4829.890643985419
Kasavanhalli,3 BHK,1555.0,3.0,82.5,3,5305.4662379421225
Kasavanhalli,3 BHK,1476.0,3.0,89.0,3,6029.810298102981
Kasavanhalli,3 BHK,1493.0,3.0,82.0,3,5492.297387809779
Kasavanhalli,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Kasavanhalli,3 BHK,1719.0,3.0,116.0,3,6748.109365910413
Kasavanhalli,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Kasavanhalli,2 BHK,1125.0,2.0,61.2,2,5440.0
Kasavanhalli,3 BHK,2170.0,3.0,151.0,3,6958.52534562212
Kasavanhalli,3 BHK,1915.0,3.0,80.0,3,4177.545691906005
Kasavanhalli,3 BHK,1450.0,3.0,77.41,3,5338.620689655172
Kasavanhalli,3 BHK,1476.0,3.0,95.0,3,6436.314363143631
Kasavanhalli,2 BHK,1200.0,2.0,50.3,2,4191.666666666667
Kasavanhalli,3 Bedroom,2100.0,3.0,110.0,3,5238.0952380952385
Kasavanhalli,3 BHK,1787.0,3.0,123.0,3,6883.044208170118
Kasavanhalli,2 BHK,1090.0,2.0,59.8,2,5486.238532110092
Kasavanhalli,3 BHK,1691.0,3.0,104.0,3,6150.206978119456
Kasavanhalli,4 BHK,4260.0,4.0,272.0,4,6384.976525821597
Kasavanhalli,3 Bedroom,2111.0,4.0,120.0,3,5684.509711037423
Kasavanhalli,3 BHK,1545.0,3.0,69.0,3,4466.019417475728
Kasavanhalli,2 BHK,950.0,2.0,39.0,2,4105.263157894737
Kasavanhalli,4 BHK,1863.0,3.0,105.0,4,5636.070853462158
Kasavanhalli,3 BHK,1667.0,3.0,92.0,3,5518.896220755849
Kasavanhalli,3 BHK,1494.0,3.0,82.0,3,5488.621151271754
Kasavanhalli,3 BHK,1555.0,3.0,82.0,3,5273.311897106109
Kasavanhalli,1 BHK,770.0,1.0,43.82,1,5690.909090909091
Kasavanhalli,2 BHK,1147.0,2.0,60.0,2,5231.037489102006
Kasavanhalli,2 BHK,1375.0,2.0,72.0,2,5236.363636363636
Kasavanhalli,3 BHK,1380.0,2.0,55.0,3,3985.5072463768115
Kasavanhalli,2 BHK,1200.0,2.0,60.0,2,5000.0
Kasavanhalli,4 Bedroom,4260.0,4.0,333.0,4,7816.901408450704
Kasavanhalli,2 BHK,1495.0,2.0,83.0,2,5551.8394648829435
Kasavanhalli,4 BHK,4000.0,4.0,325.0,4,8125.0
Kasavanhalli,3 BHK,1225.0,2.0,69.0,3,5632.65306122449
Kasavanhalli,3 BHK,1917.0,3.0,132.0,3,6885.758998435055
Kasavanhalli,2 BHK,1375.0,2.0,78.0,2,5672.727272727273
Kasavanhalli,4 Bedroom,4408.0,4.0,344.0,4,7803.992740471869
Kasavanhalli,2 BHK,1309.0,2.0,95.0,2,7257.448433919022
Kasavanhalli,3 BHK,1476.0,3.0,105.0,3,7113.821138211382
Kasavanhalli,2 BHK,1158.0,2.0,67.0,2,5785.837651122625
Kasavanhalli,2 BHK,1214.0,2.0,67.0,2,5518.945634266886
Kasavanhalli,3 Bedroom,2110.0,4.0,120.0,3,5687.203791469195
Kasavanhalli,2 BHK,1495.0,2.0,110.0,2,7357.859531772575
Kasavanhalli,2 BHK,1575.0,2.0,85.0,2,5396.825396825397
Kasavanhalli,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Kasavanhalli,2 BHK,1100.0,2.0,68.0,2,6181.818181818182
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,6530.6122448979595
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
Kasavanhalli,2 BHK,1230.0,2.0,66.25,2,5386.178861788618
Kasavanhalli,3 BHK,1819.0,3.0,150.0,3,8246.289169873557
Kasavanhalli,3 BHK,1719.0,3.0,71.0,3,4130.308318789994
Kasavanhalli,3 BHK,1600.0,3.0,79.0,3,4937.5
Kasavanhalli,2 BHK,1585.0,2.0,90.0,2,5678.233438485804
Kasavanhalli,2 BHK,1245.0,2.0,80.0,2,6425.70281124498
Kasavanhalli,3 BHK,2035.0,3.0,142.0,3,6977.886977886978
Kasavanhalli,3 BHK,1747.0,3.0,110.0,3,6296.508299942759
Kasavanhalli,2 BHK,1377.0,2.0,80.0,2,5809.731299927378
Kasavanhalli,2 BHK,1181.0,2.0,61.0,2,5165.114309906859
Kasavanhalli,2 BHK,1121.0,2.0,75.0,2,6690.454950936663
Kasturi Nagar,3 BHK,1925.0,3.0,125.0,3,6493.506493506494
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2,5871.091257179323
Kasturi Nagar,3 BHK,1570.0,3.0,80.0,3,5095.541401273886
Kasturi Nagar,3 BHK,1565.0,3.0,88.5,3,5654.952076677317
Kasturi Nagar,2 BHK,1080.0,2.0,80.0,2,7407.407407407408
Kasturi Nagar,2 BHK,1101.0,2.0,65.0,2,5903.723887375114
Kasturi Nagar,3 BHK,1500.0,2.0,80.0,3,5333.333333333333
Kasturi Nagar,4 BHK,1896.0,3.0,125.0,4,6592.827004219409
Kasturi Nagar,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
Kasturi Nagar,3 BHK,1570.0,3.0,110.0,3,7006.369426751592
Kasturi Nagar,2 BHK,1000.0,2.0,58.0,2,5800.0
Kasturi Nagar,2 BHK,1101.0,2.0,66.0,2,5994.550408719346
Kasturi Nagar,4 BHK,2507.0,4.0,155.0,4,6182.688472277623
Kathriguppe,3 BHK,1400.0,2.0,77.0,3,5500.0
Kathriguppe,3 BHK,1250.0,2.0,68.75,3,5500.0
Kathriguppe,3 BHK,1245.0,2.0,68.48,3,5500.401606425703
Kathriguppe,3 BHK,1350.0,2.0,87.01,3,6445.185185185185
Kathriguppe,3 BHK,1350.0,2.0,80.99,3,5999.259259259258
Kathriguppe,3 BHK,1365.0,2.0,75.08,3,5500.3663003663005
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Kathriguppe,3 BHK,1350.0,2.0,80.99,3,5999.259259259258
Kathriguppe,3 BHK,1390.0,2.0,76.45,3,5500.0
Kathriguppe,3 BHK,1350.0,3.0,78.3,3,5800.0
Kathriguppe,3 BHK,1250.0,2.0,68.75,3,5500.0
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Kathriguppe,3 BHK,1335.0,2.0,73.43,3,5500.374531835207
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Kathriguppe,3 BHK,1335.0,2.0,73.43,3,5500.374531835207
Kathriguppe,3 BHK,1350.0,3.0,80.99,3,5999.259259259258
Kathriguppe,2 BHK,1250.0,2.0,68.75,2,5500.0
Kathriguppe,3 BHK,1350.0,3.0,80.99,3,5999.259259259258
Kaval Byrasandra,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
Kaval Byrasandra,2 BHK,1200.0,2.0,49.5,2,4125.0
Kaval Byrasandra,2 BHK,945.0,2.0,50.0,2,5291.005291005291
Kaval Byrasandra,2 BHK,1060.0,2.0,45.0,2,4245.2830188679245
Kaval Byrasandra,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
Kaval Byrasandra,2 BHK,1185.0,2.0,49.0,2,4135.021097046413
Kaval Byrasandra,2 BHK,997.0,2.0,53.0,2,5315.947843530592
Kaval Byrasandra,2 BHK,1060.0,2.0,42.0,2,3962.264150943396
Kaval Byrasandra,1 BHK,480.0,1.0,25.0,1,5208.333333333333
Kaval Byrasandra,2 BHK,1125.0,2.0,41.5,2,3688.8888888888887
Kaval Byrasandra,2 BHK,1180.0,2.0,60.0,2,5084.745762711865
Kaval Byrasandra,3 BHK,1450.0,3.0,75.0,3,5172.413793103448
Kaval Byrasandra,2 BHK,1066.0,2.0,55.0,2,5159.474671669794
Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2,5853.658536585366
Kaval Byrasandra,3 BHK,1400.0,3.0,75.0,3,5357.142857142857
Kenchenahalli,2 BHK,1015.0,2.0,58.0,2,5714.285714285715
Kenchenahalli,1 BHK,715.0,1.0,45.0,1,6293.706293706294
Kenchenahalli,2 BHK,1150.0,2.0,58.0,2,5043.478260869565
Kenchenahalli,3 BHK,1280.0,2.0,69.0,3,5390.625
Kenchenahalli,3 BHK,1410.0,2.0,73.0,3,5177.304964539007
Kenchenahalli,2 BHK,870.0,1.0,45.0,2,5172.413793103448
Kenchenahalli,2 BHK,1150.0,2.0,60.0,2,5217.391304347826
Kenchenahalli,1 BHK,700.0,1.0,35.0,1,5000.0
Kenchenahalli,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
Kenchenahalli,2 BHK,1150.0,2.0,57.0,2,4956.521739130435
Kenchenahalli,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
Kenchenahalli,2 BHK,1015.0,2.0,60.0,2,5911.330049261083
Kengeri,3 BHK,1540.0,2.0,64.0,3,4155.8441558441555
Kengeri,2 BHK,750.0,2.0,38.0,2,5066.666666666667
Kengeri,2 BHK,1160.0,2.0,40.61,2,3500.862068965517
Kengeri,2 BHK,1197.0,2.0,50.0,2,4177.109440267335
Kengeri,2 BHK,1200.0,2.0,58.0,2,4833.333333333333
Kengeri,3 BHK,1188.0,2.0,38.0,3,3198.6531986531986
Kengeri,2 BHK,726.0,2.0,31.0,2,4269.972451790633
Kengeri,3 BHK,1250.0,3.0,48.0,3,3840.0
Kengeri,2 BHK,1025.0,2.0,57.0,2,5560.975609756098
Kengeri,3 BHK,1160.0,2.0,40.6,3,3500.0
Kengeri,3 BHK,1082.0,2.0,49.0,3,4528.650646950093
Kengeri,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
Kengeri,2 BHK,1255.0,2.0,50.0,2,3984.06374501992
Kengeri,2 BHK,750.0,2.0,36.0,2,4800.0
Kengeri,2 BHK,963.0,2.0,40.0,2,4153.686396677051
Kengeri,2 BHK,927.0,2.0,37.0,2,3991.3700107874865
Kengeri,2 BHK,726.0,2.0,35.0,2,4820.936639118458
Kengeri,1 BHK,416.0,1.0,19.5,1,4687.5
Kengeri,2 BHK,900.0,2.0,45.0,2,5000.0
Kengeri,2 BHK,900.0,2.0,30.0,2,3333.3333333333335
Kengeri,2 BHK,787.0,2.0,31.0,2,3939.0088945362136
Kengeri,1 BHK,502.0,1.0,25.0,1,4980.0796812749
Kengeri,3 BHK,1470.0,3.0,50.0,3,3401.360544217687
Kengeri,3 Bedroom,1200.0,3.0,67.0,3,5583.333333333333
Kengeri,2 BHK,725.0,2.0,30.0,2,4137.931034482759
Kengeri,1 BHK,500.0,1.0,17.0,1,3400.0
Kengeri,1 BHK,540.0,1.0,22.5,1,4166.666666666667
Kengeri,2 BHK,750.0,2.0,35.5,2,4733.333333333333
Kengeri,3 BHK,1741.0,3.0,80.0,3,4595.060310166571
Kengeri,3 BHK,1436.0,2.0,55.0,3,3830.08356545961
Kengeri,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
Kengeri,2 BHK,1230.0,2.0,45.0,2,3658.5365853658536
Kengeri,3 BHK,1230.0,2.0,52.0,3,4227.642276422765
Kengeri,2 BHK,750.0,2.0,36.5,2,4866.666666666667
Kengeri,2 BHK,1000.0,2.0,34.0,2,3400.0
Kengeri,1 BHK,416.0,1.0,18.0,1,4326.923076923077
Kengeri,3 BHK,1245.0,2.0,43.57,3,3499.598393574297
Kengeri,2 BHK,883.0,2.0,49.0,2,5549.263873159683
Kengeri,2 BHK,1052.0,2.0,51.0,2,4847.9087452471485
Kengeri,2 BHK,1220.0,2.0,63.0,2,5163.934426229508
Kengeri,1 Bedroom,1150.0,1.0,52.0,1,4521.739130434783
Kengeri,2 BHK,1192.0,2.0,53.5,2,4488.255033557047
Kengeri,2 BHK,1200.0,2.0,42.0,2,3500.0
Kengeri,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Kengeri,2 BHK,1035.0,2.0,51.5,2,4975.84541062802
Kengeri,8 Bedroom,3000.0,5.0,130.0,8,4333.333333333333
Kengeri,1 BHK,410.0,1.0,15.0,1,3658.5365853658536
Kengeri,1 BHK,416.0,1.0,17.19,1,4132.211538461539
Kengeri,2 BHK,1320.0,2.0,50.0,2,3787.878787878788
Kengeri,2 BHK,1160.0,2.0,40.6,2,3500.0
Kengeri,5 Bedroom,2500.0,4.0,100.0,5,4000.0
Kengeri,1 BHK,550.0,1.0,16.75,1,3045.4545454545455
Kengeri Satellite Town,2 BHK,890.0,2.0,35.0,2,3932.5842696629215
Kengeri Satellite Town,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,4664.310954063604
Kengeri Satellite Town,1 BHK,930.0,1.0,30.0,1,3225.8064516129034
Kengeri Satellite Town,3 BHK,1635.0,2.0,78.0,3,4770.642201834862
Kengeri Satellite Town,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
Kengeri Satellite Town,2 BHK,1007.0,2.0,42.0,2,4170.8043694141015
Kengeri Satellite Town,2 BHK,635.0,1.0,22.0,2,3464.566929133858
Kengeri Satellite Town,2 BHK,818.0,2.0,26.0,2,3178.484107579462
Kengeri Satellite Town,2 BHK,1030.0,2.0,50.0,2,4854.368932038835
Kengeri Satellite Town,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
Kengeri Satellite Town,2 BHK,795.0,2.0,32.0,2,4025.1572327044023
Kengeri Satellite Town,2 BHK,1302.5,2.0,44.285,2,3400.0
Kengeri Satellite Town,2 BHK,800.0,2.0,40.0,2,5000.0
Kengeri Satellite Town,1 BHK,654.0,1.0,22.0,1,3363.914373088685
Kengeri Satellite Town,2 BHK,1060.0,2.0,42.0,2,3962.264150943396
Kengeri Satellite Town,2 BHK,750.0,2.0,33.0,2,4400.0
Kengeri Satellite Town,2 BHK,920.0,2.0,39.0,2,4239.130434782609
Kengeri Satellite Town,2 BHK,985.0,2.0,42.0,2,4263.959390862944
Kengeri Satellite Town,1 BHK,410.0,1.0,15.0,1,3658.5365853658536
Kengeri Satellite Town,2 BHK,1120.0,2.0,49.0,2,4375.0
Kengeri Satellite Town,3 BHK,1450.0,2.0,50.0,3,3448.2758620689656
Kengeri Satellite Town,2 BHK,1110.0,2.0,43.0,2,3873.873873873874
Kengeri Satellite Town,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
Kengeri Satellite Town,2 BHK,777.4,2.0,25.0,2,3215.8476974530486
Kengeri Satellite Town,2 BHK,800.0,2.0,32.0,2,4000.0
Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
Kereguddadahalli,3 BHK,1400.0,2.0,48.0,3,3428.5714285714284
Kereguddadahalli,2 BHK,800.0,2.0,28.0,2,3500.0
Kereguddadahalli,2 BHK,904.0,2.0,30.0,2,3318.5840707964603
Kereguddadahalli,3 BHK,1300.0,2.0,39.0,3,3000.0
Kereguddadahalli,2 BHK,1000.0,2.0,30.0,2,3000.0
Kereguddadahalli,3 BHK,1240.0,3.0,41.0,3,3306.451612903226
Kereguddadahalli,1 BHK,600.0,1.0,19.5,1,3250.0
Kereguddadahalli,2 BHK,1080.0,2.0,32.0,2,2962.962962962963
Kereguddadahalli,2 BHK,1000.0,2.0,34.0,2,3400.0
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3,3000.0
Kereguddadahalli,3 BHK,1280.0,3.0,42.0,3,3281.25
Kereguddadahalli,2 BHK,1015.0,2.0,35.0,2,3448.2758620689656
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,4789.915966386555
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2,4120.603015075377
Kodichikkanahalli,3 BHK,1495.0,2.0,75.0,3,5016.722408026756
Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,2,4622.222222222223
Kodichikkanahalli,2 BHK,1150.0,2.0,48.0,2,4173.913043478261
Kodichikkanahalli,2 BHK,1070.0,2.0,43.0,2,4018.691588785047
Kodichikkanahalli,3 BHK,1620.0,2.0,85.0,3,5246.913580246914
Kodichikkanahalli,3 BHK,1560.0,2.0,65.0,3,4166.666666666667
Kodichikkanahalli,2 BHK,1026.0,2.0,45.0,2,4385.964912280701
Kodichikkanahalli,1 BHK,450.0,1.0,18.0,1,4000.0
Kodichikkanahalli,2 BHK,907.0,2.0,38.5,2,4244.7629547960305
Kodichikkanahalli,2 BHK,1181.0,2.0,57.0,2,4826.418289585097
Kodichikkanahalli,2 BHK,900.0,2.0,42.0,2,4666.666666666667
Kodichikkanahalli,3 BHK,1310.0,2.0,53.0,3,4045.8015267175574
Kodichikkanahalli,3 BHK,1400.0,3.0,66.0,3,4714.285714285715
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122.950819672131
Kodichikkanahalli,5 Bedroom,2700.0,4.0,125.0,5,4629.62962962963
Kodichikkanahalli,2 BHK,1299.0,2.0,58.0,2,4464.973056197075
Kodigehaali,2 BHK,1166.0,2.0,55.0,2,4716.981132075472
Kodigehaali,3 BHK,1320.0,3.0,65.0,3,4924.242424242424
Kodigehaali,2 BHK,1117.0,2.0,56.0,2,5013.428827215756
Kodigehaali,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Kodigehaali,2 BHK,1200.0,2.0,60.0,2,5000.0
Kodigehaali,3 BHK,2120.0,3.0,177.0,3,8349.056603773584
Kodigehaali,2 BHK,1013.0,2.0,51.0,2,5034.550839091807
Kodigehaali,3 BHK,1324.0,3.0,65.0,3,4909.365558912386
Kodigehaali,2 BHK,965.0,2.0,38.0,2,3937.8238341968913
Kodigehaali,2 BHK,866.0,2.0,32.0,2,3695.150115473441
Kodigehaali,3 BHK,1442.0,3.0,80.0,3,5547.850208044383
Kodigehalli,2 BHK,1270.0,2.0,98.0,2,7716.535433070866
Kodigehalli,2 BHK,1200.0,2.0,48.0,2,4000.0
Kodigehalli,1 BHK,655.0,1.0,53.0,1,8091.603053435115
Kodigehalli,3 BHK,1820.0,3.0,150.0,3,8241.758241758242
Kodigehalli,2 BHK,635.0,1.0,28.0,2,4409.4488188976375
Kodigehalli,3 Bedroom,1200.0,4.0,156.0,3,13000.0
Kodihalli,4 BHK,3252.0,5.0,335.0,4,10301.353013530135
Kodihalli,3 BHK,2700.0,4.0,270.0,3,10000.0
Kodihalli,3 BHK,2392.0,4.0,260.0,3,10869.565217391304
Kodihalli,3 BHK,2408.0,4.0,260.0,3,10797.34219269103
Kodihalli,3 BHK,2500.0,4.0,260.0,3,10400.0
Kodihalli,3 BHK,1620.0,3.0,130.0,3,8024.691358024691
Kodihalli,4 BHK,3260.0,5.0,388.0,4,11901.840490797545
Kodihalli,4 BHK,3197.0,5.0,335.0,4,10478.573662808883
Kodihalli,2 BHK,1490.0,2.0,150.0,2,10067.114093959732
Kogilu,3 BHK,1909.0,3.0,88.0,3,4609.743321110529
Kogilu,3 BHK,1664.0,2.0,73.95,3,4444.110576923077
Kogilu,2 BHK,1170.0,2.0,51.99,2,4443.589743589743
Kogilu,2 Bedroom,650.0,2.0,28.0,2,4307.692307692308
Kogilu,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Kogilu,2 BHK,1200.0,2.0,53.33,2,4444.166666666667
Kogilu,3 BHK,1934.0,3.0,150.0,3,7755.946225439504
Kogilu,1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
Kogilu,3 BHK,1559.0,3.0,127.0,3,8146.247594611931
Kogilu,2 BHK,1190.0,2.0,50.66,2,4257.142857142857
Kogilu,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Kogilu,3 BHK,1559.0,3.0,120.0,3,7697.2418216805645
Kogilu,1 BHK,700.0,1.0,30.84,1,4405.714285714285
Kogilu,2 BHK,1250.0,2.0,55.55,2,4444.0
Kogilu,2 BHK,1200.0,2.0,53.33,2,4444.166666666667
Kogilu,2 BHK,952.0,2.0,49.0,2,5147.058823529412
Kogilu,1 BHK,700.0,1.0,30.84,1,4405.714285714285
Kogilu,2 BHK,1250.0,2.0,55.55,2,4444.0
Kogilu,7 Bedroom,2456.0,7.0,85.0,7,3460.912052117264
Kogilu,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Kogilu,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Konanakunte,3 BHK,2791.0,3.0,223.0,3,7989.967753493372
Konanakunte,2 Bedroom,884.0,1.0,58.0,2,6561.085972850678
Konanakunte,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Konanakunte,4 Bedroom,1200.0,2.0,130.0,4,10833.333333333334
Konanakunte,3 Bedroom,2400.0,2.0,180.0,3,7500.0
Konanakunte,3 BHK,1423.0,2.0,85.0,3,5973.295853829937
Koramangala,2 BHK,1320.0,2.0,165.0,2,12500.0
Koramangala,2 BHK,1253.0,2.0,102.0,2,8140.462889066241
Koramangala,3 BHK,1580.0,3.0,160.0,3,10126.582278481013
Koramangala,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Koramangala,4 BHK,3500.0,5.0,425.0,4,12142.857142857143
Koramangala,2 BHK,1005.0,1.0,110.0,2,10945.273631840795
Koramangala,3 BHK,2292.0,4.0,275.0,3,11998.25479930192
Koramangala,3 BHK,1835.0,2.0,155.0,3,8446.866485013625
Koramangala,2 BHK,1290.0,2.0,100.0,2,7751.937984496124
Koramangala,2 BHK,1300.0,2.0,110.0,2,8461.538461538461
Koramangala,3 BHK,2200.0,3.0,180.0,3,8181.818181818182
Koramangala,2 BHK,1325.0,2.0,119.0,2,8981.132075471698
Koramangala,2 BHK,1140.0,2.0,75.2,2,6596.491228070176
Koramangala,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
Koramangala,3 BHK,1975.0,3.0,210.0,3,10632.911392405063
Koramangala,2 BHK,1900.0,2.0,200.0,2,10526.315789473685
Koramangala,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Koramangala,3 BHK,2292.0,3.0,286.0,3,12478.184991273996
Koramangala,3 BHK,2300.0,3.0,290.0,3,12608.695652173914
Koramangala,3 BHK,1594.0,3.0,125.0,3,7841.907151819322
Koramangala,3 BHK,1760.0,2.0,115.0,3,6534.090909090909
Koramangala,3 BHK,1900.0,3.0,150.0,3,7894.736842105263
Koramangala,2 BHK,1320.0,2.0,150.0,2,11363.636363636364
Koramangala,2 BHK,1320.0,2.0,110.0,2,8333.333333333334
Koramangala,4 BHK,5985.0,4.0,775.0,4,12949.039264828738
Koramangala,3 BHK,1615.0,3.0,115.0,3,7120.743034055728
Koramangala,3 BHK,2246.0,3.0,300.0,3,13357.079252003561
Koramangala,3 BHK,1716.0,2.0,115.0,3,6701.631701631702
Koramangala,3 BHK,1500.0,3.0,135.0,3,9000.0
Koramangala,2 BHK,1083.0,2.0,100.0,2,9233.610341643584
Koramangala,3 BHK,1744.0,3.0,200.0,3,11467.88990825688
Koramangala,2 BHK,1180.0,2.0,128.0,2,10847.457627118643
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Koramangala,2 BHK,1370.0,2.0,125.0,2,9124.087591240876
Koramangala,2 BHK,1100.0,2.0,85.0,2,7727.272727272727
Koramangala,2 BHK,1249.0,2.0,165.0,2,13210.56845476381
Koramangala,2 BHK,1200.0,2.0,100.0,2,8333.333333333334
Koramangala,3 BHK,1720.0,2.0,130.0,3,7558.139534883721
Koramangala,3 BHK,2223.0,3.0,300.0,3,13495.27665317139
Koramangala,3 BHK,1744.0,4.0,210.0,3,12041.284403669724
Koramangala,3 BHK,1866.0,4.0,245.0,3,13129.689174705252
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Koramangala,2 BHK,1350.0,2.0,103.0,2,7629.62962962963
Koramangala,4 Bedroom,6000.0,4.0,625.0,4,10416.666666666666
Koramangala,3 BHK,1642.0,2.0,115.0,3,7003.654080389769
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Koramangala,3 BHK,1710.0,3.0,210.0,3,12280.701754385966
